time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2013-07-26T12:57:24.760Z,50.392,-129.968,10,5.1,mwr,97,72,,0.9,us,usc000ipmt,2015-01-30T15:17:57.533Z,"205 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2013-03-15T02:27:57.950Z,52.309,-132.276,24,4.5,mwr,289,152,,,us,usb000fl7c,2014-11-07T01:50:20.468Z,"258 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2013-03-15T00:55:43.530Z,52.426,-132.101,10,4.5,mwr,170,153.7,,1.43,us,usb000fl60,2014-11-07T01:50:20.446Z,"241 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2013-03-15T00:05:00.640Z,52.466,-132.063,10,4.5,mwr,231,135.3,,0.9,us,usb000fl55,2014-11-07T01:50:20.408Z,"236 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2013-02-25T13:41:26.360Z,52.688,-132.25,22.4,4.9,mwr,248,102.3,,,us,us2013mba2,2014-11-07T01:50:11.776Z,"221 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2013-01-07T03:33:23.920Z,49.113,-128.74,10,4.5,mwr,173,164.2,,1.25,us,usp000jy0e,2015-03-24T01:37:15.118Z,"199 km WSW of Vernon, Canada",earthquake,,,,,reviewed,us,pgc
2012-12-23T19:08:38.630Z,50.743,-129.79,10,4.5,mwr,78,158.8,,1.43,us,usp000jxaz,2015-03-24T02:24:07.725Z,"191 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2012-12-17T00:35:08.360Z,52.655,-132.108,15.9,4.8,mwr,46,146.1,,,us,usp000jx22,2014-11-07T01:49:37.233Z,"219 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-12-16T02:50:58.330Z,52.737,-132.049,10,4.6,mwr,27,202,,1.16,us,usp000jx0q,2014-11-07T01:49:36.896Z,"209 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-12-06T05:28:01.000Z,53,-132.37,10,4.6,mwr,221,140,,0.99,us,usp000jwgx,2014-11-07T01:49:33.135Z,"199 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-30T03:03:13.850Z,53.011,-132.517,18,4.5,mwr,41,184.6,,,us,usp000jw8k,2014-11-07T01:49:27.757Z,"205 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-11-14T03:04:45.010Z,51.829,-130.654,10,4.7,mb,253,146,,1.07,us,usp000jvjr,2014-11-07T01:49:22.586Z,"277 km S of Prince Rupert, Canada",earthquake,,,,172,reviewed,us,us
2012-11-13T07:34:19.000Z,52.815,-132.606,10,4.7,mwr,243,139.8,,1.02,us,usp000jvh7,2014-11-07T01:49:22.283Z,"225 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-13T04:55:45.000Z,52.705,-132.033,22.3,5.1,mwr,454,36.9,,,us,usp000jvgy,2015-03-24T01:34:00.219Z,"212 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-11-08T21:07:41.780Z,49.38,-128.137,10,4.7,mwr,153,165.2,,1.4,us,usp000jv80,2015-03-24T02:39:25.273Z,"146 km WSW of Vernon, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-08T02:01:50.630Z,49.231,-128.477,13.7,6.1,mww,613,101,,1.17,us,usp000jv6k,2021-02-24T22:57:52.881Z,"176 km WSW of Vernon, Canada",earthquake,,3.3,,,reviewed,us,us
2012-11-07T15:04:23.500Z,52.659,-133.069,10,4.5,mwr,112,156.4,,1.06,us,usp000jv59,2014-11-07T01:49:19.028Z,"259 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-06T10:27:02.240Z,52.311,-131.304,8.4,4.7,mwr,313,119.8,,0.75,us,usp000jv3n,2014-11-07T01:49:18.722Z,"232 km SSW of Prince Rupert, Canada",earthquake,,4.1,,,reviewed,us,pgc
2012-11-04T18:27:17.150Z,52.525,-132.419,10,4.8,mwr,113,143.9,,1.11,us,usp000jv1d,2014-11-07T01:49:18.204Z,"243 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-04T12:27:32.000Z,52.214,-132.557,5,5.1,mwr,449,36.8,,,us,usp000jv0z,2014-11-07T01:49:18.128Z,"277 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-11-04T07:42:16.000Z,52.755,-131.776,10,4.5,mwr,186,167.2,,0.98,us,usp000jv0j,2014-11-07T01:49:18.011Z,"198 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-03T17:49:11.740Z,52.381,-132.332,10,4.5,mwr,163,149.9,,1.1,us,usp000juzg,2014-11-07T01:49:17.760Z,"253 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-03T12:18:42.450Z,52.32,-132.794,10,4.6,mwr,166,137.6,,1.04,us,usp000juz7,2014-11-07T01:49:17.652Z,"276 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-03T04:25:19.800Z,52.522,-132.015,23.1,4.5,mwr,206,78.8,,0.81,us,usp000juyp,2014-11-07T01:49:17.541Z,"229 km SSW of Prince Rupert, Canada",earthquake,,5.6,,,reviewed,us,pgc
2012-11-02T08:37:10.440Z,52.215,-132.219,10,4.8,mwr,119,180.2,,1.2,us,usp000juxg,2014-11-07T01:49:17.092Z,"265 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-02T08:19:54.790Z,52.126,-132.337,15.9,5,mwr,299,59.6,,,us,usp000juxd,2014-11-07T01:49:17.018Z,"278 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-11-02T07:15:40.520Z,52.192,-131.942,6.1,4.5,mwr,241,79.5,,,us,usp000juxc,2014-11-07T01:49:16.978Z,"259 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-11-01T03:27:13.420Z,52.415,-132.189,10.7,4.6,mwr,147,150,,0.89,us,usp000juvc,2014-11-07T01:49:15.464Z,"245 km SSW of Prince Rupert, Canada",earthquake,,4.8,,,reviewed,us,pgc
2012-11-01T03:16:01.500Z,52.55,-132.024,19.5,5.2,mwr,286,145.1,,0.84,us,usp000juva,2014-11-07T01:49:15.172Z,"226 km SSW of Prince Rupert, Canada",earthquake,,4.1,,,reviewed,us,pgc
2012-10-31T04:48:38.080Z,52.366,-132.551,10,4.7,mwr,246,103.4,,,us,usp000juu8,2014-11-07T01:49:12.143Z,"262 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-10-30T14:10:59.000Z,52.299,-132.227,10,5.1,mwr,256,45.7,,,us,usp000jutd,2014-11-07T01:49:12.009Z,"257 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-10-30T04:40:15.380Z,52.195,-131.801,23,5,mwr,310,67.5,,1.16,us,usp000jusc,2014-11-07T01:49:11.810Z,"255 km SSW of Prince Rupert, Canada",earthquake,,4.3,,,reviewed,us,pgc
2012-10-30T02:55:08.000Z,52.222,-132.117,19.2,5.3,mwr,164,148.7,,,us,usp000jus6,2014-11-07T01:49:11.767Z,"261 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-10-30T02:49:02.270Z,52.365,-131.902,9,6.2,mww,579,42.8,,1.13,us,usp000jus5,2015-06-30T16:59:04.011Z,"241 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,us
2012-10-29T20:49:46.880Z,52.379,-131.491,10,4.9,mwr,269,133.8,,1.13,us,usp000jure,2014-11-07T01:49:11.550Z,"229 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-29T11:07:15.000Z,51.952,-131.182,10,5,ml,45,171.6,,,us,usp000juqh,2014-11-07T01:49:11.374Z,"269 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-10-29T08:58:30.310Z,52.447,-132.039,10,4.6,ml,146,145.9,,1.15,us,usp000juqd,2014-11-07T01:49:11.348Z,"237 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-29T01:49:01.620Z,52.522,-132.037,10,5,mwr,285,69.3,,1.02,us,usp000jups,2014-11-07T01:49:11.167Z,"229 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-28T23:34:23.460Z,52.585,-132.298,10,4.7,mwr,312,66.1,,0.97,us,usp000juph,2014-11-07T01:49:11.105Z,"Haida Gwaii, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-28T23:26:50.450Z,52.727,-132.464,10,4.7,mwr,392,69.9,,0.78,us,usp000jupf,2014-11-07T01:49:11.076Z,"226 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-28T22:41:27.950Z,52.391,-131.97,10,4.6,mb,233,142.4,,1.14,us,usp000jupa,2014-11-07T01:49:11.033Z,"240 km SSW of Prince Rupert, Canada",earthquake,,,,142,reviewed,us,us
2012-10-28T21:38:20.920Z,52.647,-132.406,14.1,4.7,mwr,56,159.8,,1,us,usp000jup4,2014-11-07T01:49:10.996Z,"231 km SW of Prince Rupert, Canada",earthquake,,9.7,,,reviewed,us,pgc
2012-10-28T21:29:04.080Z,52.402,-132.121,10,4.6,mb,142,115.4,,1.03,us,usp000jup3,2014-11-07T01:49:10.982Z,"244 km SSW of Prince Rupert, Canada",earthquake,,,,115,reviewed,us,us
2012-10-28T20:02:43.300Z,52.341,-132.175,10,4.6,mb,103,97.5,,1.24,us,usp000jup1,2014-11-07T01:49:10.968Z,"252 km SSW of Prince Rupert, Canada",earthquake,,,,24,reviewed,us,us
2012-10-28T19:16:50.760Z,52.647,-132.478,10,5.2,mwr,211,71.5,,1.04,us,usp000jup0,2014-11-07T01:49:10.895Z,"234 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-28T19:09:53.900Z,52.294,-132.082,10,5.6,mwr,259,37.1,,1.48,us,usp000junz,2014-11-07T01:49:10.875Z,"Haida Gwaii, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-28T19:03:21.850Z,52.834,-132.667,10,5.4,mwr,211,83.6,,1.02,us,usp000junx,2014-11-07T01:49:10.847Z,"226 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-28T19:02:08.490Z,52.9,-132.283,21.5,4.9,mb,60,113.6,,1.34,us,usp000junw,2014-11-07T01:49:10.843Z,"204 km SW of Prince Rupert, Canada",earthquake,,12.9,,6,reviewed,us,us
2012-10-28T18:57:31.300Z,52.472,-132.374,10,5.2,mwr,48,167.6,,0.86,us,usp000junv,2014-11-07T01:49:10.772Z,"246 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-28T18:54:20.830Z,52.674,-132.602,9,6.3,mww,399,70.8,,1.14,us,usp000junu,2020-09-21T18:28:12.380Z,"237 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,us
2012-10-28T17:34:49.960Z,52.58,-131.959,10,4.5,ml,12,192.4,,1.23,us,usp000junq,2014-11-07T01:49:10.728Z,"221 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-28T16:17:03.370Z,52.521,-131.559,10,4.5,mwr,215,141.1,,1.08,us,usp000junj,2014-11-07T01:49:10.702Z,"215 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-28T15:59:11.460Z,52.79,-132.565,10,4.7,mb,150,148.2,,0.95,us,usp000junh,2014-11-07T01:49:10.690Z,"225 km SW of Prince Rupert, Canada",earthquake,,,,96,reviewed,us,us
2012-10-28T14:46:03.410Z,50.795,-129.777,10,4.5,mwr,16,175.1,,,us,usp000jun7,2014-11-07T01:49:10.610Z,"191 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-10-28T13:09:14.330Z,52.434,-131.868,10,5.1,mwr,336,70.2,,0.78,us,usp000jun2,2015-03-24T02:37:02.912Z,"233 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-28T11:53:18.000Z,52.36,-132.371,20,5.1,mwr,265,106.3,,,us,usp000jumt,2014-11-07T01:49:10.279Z,"256 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-10-28T11:27:45.670Z,52.448,-132.134,10,5.2,mwr,362,64.6,,0.92,us,usp000jumq,2014-11-07T01:49:10.239Z,"240 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-28T10:45:48.000Z,52.482,-132.517,25,5.1,mwr,275,87,,,us,usp000jumh,2014-11-07T01:49:10.170Z,"250 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-10-28T10:24:15.630Z,52.3,-131.832,10,4.6,mb,70,152.2,,1.35,us,usp000jume,2014-11-07T01:49:10.151Z,"245 km SSW of Prince Rupert, Canada",earthquake,,,,36,reviewed,us,us
2012-10-28T10:23:08.580Z,52.805,-132.666,10,4.5,mb,287,135.4,,1.2,us,usp000jumd,2014-11-07T01:49:10.130Z,"228 km SW of Prince Rupert, Canada",earthquake,,,,170,reviewed,us,us
2012-10-28T09:45:38.540Z,52.954,-132.251,10,4.8,mwr,251,135.7,,1.31,us,usp000jum6,2014-11-07T01:49:10.058Z,"198 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-28T09:36:35.000Z,52.36,-132.371,15,4.6,mb,315,135.9,,,us,usp000jum3,2014-11-07T01:49:10.020Z,"256 km SSW of Prince Rupert, Canada",earthquake,,,,168,reviewed,pgc,us
2012-10-28T09:17:27.700Z,52.243,-132.01,10,5.3,mwr,418,45.2,,0.93,us,usp000jum0,2014-11-07T01:49:09.979Z,"256 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-28T07:25:21.510Z,52.319,-131.561,10,5.2,mwr,356,91.5,,1.18,us,usp000jukn,2014-11-07T01:49:09.873Z,"237 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-28T07:16:37.330Z,52.773,-132.555,10,4.9,mb,261,142.9,,1.18,us,usp000jukm,2014-11-07T01:49:09.852Z,"226 km SW of Prince Rupert, Canada",earthquake,,,,171,reviewed,us,us
2012-10-28T07:12:13.910Z,52.165,-132.33,10,4.9,mwr,119,143.9,,1.11,us,usp000jukj,2014-11-07T01:49:09.821Z,"274 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-28T06:16:52.140Z,52.335,-131.36,10,5.2,mwr,314,105.3,,0.94,us,usp000jukb,2014-11-07T01:49:09.740Z,"230 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-28T05:51:17.300Z,52.81,-132.72,10,4.5,mb,171,154.2,,1.11,us,usp000juk5,2014-11-07T01:49:09.710Z,"230 km SW of Prince Rupert, Canada",earthquake,,,,96,reviewed,us,us
2012-10-28T05:02:49.590Z,52.437,-132.172,10,4.5,mb,162,143.9,,1.25,us,usp000jujp,2014-11-07T01:49:09.594Z,"242 km SSW of Prince Rupert, Canada",earthquake,,,,105,reviewed,us,us
2012-10-28T04:41:02.600Z,52.549,-132.299,10,5.3,mwr,232,136.9,,1.05,us,usp000jujg,2014-11-07T01:49:09.536Z,"236 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-28T04:33:41.290Z,52.701,-132.253,10,4.7,mb,109,148.1,,1.09,us,usp000jujf,2014-11-07T01:49:09.528Z,"220 km SW of Prince Rupert, Canada",earthquake,,,,51,reviewed,us,us
2012-10-28T04:26:45.870Z,52.735,-132.395,11.2,5.1,mb,307,68.7,,0.94,us,usp000juje,2014-11-07T01:49:09.508Z,"223 km SW of Prince Rupert, Canada",earthquake,,3.8,,214,reviewed,us,us
2012-10-28T04:25:28.510Z,52.624,-132.49,10,5.2,mb,505,65.1,,0.79,us,usp000jujd,2014-11-07T01:49:09.475Z,"236 km SW of Prince Rupert, Canada",earthquake,,,,293,reviewed,us,us
2012-10-28T03:52:20.480Z,52.576,-131.962,10,5.5,mwr,243,68.6,,0.96,us,usp000juj7,2014-11-07T01:49:09.443Z,"222 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-10-28T03:38:10.000Z,52.514,-132.026,20,4.6,mb,74,153.1,,,us,usp000juj6,2014-11-07T01:49:09.437Z,"230 km SSW of Prince Rupert, Canada",earthquake,,,,11,reviewed,pgc,us
2012-10-28T03:04:08.820Z,52.788,-132.101,14,7.8,mww,807,42.7,,0.99,us,usp000juhz,2021-04-08T17:41:07.183Z,"206 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,us
2012-08-19T10:04:03.230Z,47.837,-128.452,10,4.5,mb,402,141.8,,0.96,us,usp000jqgp,2015-03-24T02:23:05.336Z,"238 km SW of Tofino, Canada",earthquake,,,,153,reviewed,us,us
2012-08-19T08:13:05.390Z,47.8,-128.749,10,4.5,mb,18,183.8,,1.22,us,usp000jqgf,2014-11-07T01:48:35.813Z,"258 km SW of Tofino, Canada",earthquake,,,,6,reviewed,us,us
2012-08-19T08:07:35.780Z,47.789,-128.619,10,5.6,mww,546,116.6,,0.88,us,usp000jqge,2021-02-24T23:07:14.019Z,"251 km SW of Tofino, Canada",earthquake,,,,,reviewed,us,us
2012-07-04T13:35:46.780Z,50.632,-129.663,10,4.6,mwr,250,150.7,,1.1,us,usp000jnky,2014-11-07T01:48:16.129Z,"182 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2012-06-27T04:22:34.730Z,49.48,-128.949,10,4.8,mwr,306,161.4,,1.1,us,usp000jn9p,2015-03-24T02:42:59.530Z,"181 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2012-05-12T00:58:01.970Z,50.474,-130.116,10,4.7,mw,237,148.3,,,us,usp000jkb4,2014-11-07T01:47:46.900Z,"215 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-05-04T10:55:37.020Z,50.648,-130.241,10,5,mw,283,78,,,us,usp000jjzx,2015-03-24T01:28:59.064Z,"223 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-05-01T22:53:42.240Z,50.566,-130.339,10,4.8,mwr,178,146.1,,,us,usp000jjw0,2014-11-07T01:47:42.815Z,"230 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-04-28T03:42:22.980Z,50.627,-129.79,10,4.5,mb,226,139,,1.11,us,usp000jjq2,2015-03-24T01:28:46.566Z,"191 km W of Port McNeill, Canada",earthquake,,,,108,reviewed,us,us
2012-04-27T16:22:30.800Z,50.486,-130.108,10,4.7,mwr,63,168.5,,,us,usp000jjpg,2014-11-07T01:47:37.696Z,"214 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-04-27T16:14:47.500Z,50.42,-130.19,10,4.5,mwr,17,187.3,,,us,usp000jjpe,2014-11-07T01:47:37.691Z,"220 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-04-27T12:52:42.970Z,50.494,-130.064,10,4.9,mwr,197,148,,,us,usp000jjp6,2015-03-24T01:28:43.162Z,"211 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-04-22T08:36:20.040Z,50.666,-129.891,10,4.7,mw,224,140.6,,1.07,us,usp000jjd9,2014-11-07T01:47:35.820Z,"198 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2012-02-16T06:37:33.300Z,49.089,-127.617,10,4.7,mwr,239,158,,1.21,us,usp000jf07,2021-02-24T23:01:04.734Z,"124 km W of Tofino, Canada",earthquake,,,,,reviewed,us,pgc
2012-02-04T20:08:57.710Z,48.939,-127.64,14.3,4.8,mwr,143,143.3,,1.35,us,usp000jegf,2014-11-07T01:46:57.915Z,"128 km WSW of Tofino, Canada",earthquake,,8.3,,,reviewed,us,pgc
2012-02-04T20:05:31.710Z,48.887,-127.906,14.6,5.6,mww,486,70.7,,0.96,us,usp000jege,2021-02-24T23:07:36.526Z,"149 km WSW of Tofino, Canada",earthquake,,3.4,,,reviewed,us,us
2012-01-13T19:46:04.820Z,51.076,-130.72,10,5.2,mwr,271,148.3,,,us,usp000jdez,2015-03-24T01:24:48.305Z,"261 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-12-19T08:12:42.000Z,51.03,-130.65,10,4.5,mw,98,174.8,,,us,usp000jcd7,2014-11-07T01:46:35.657Z,"255 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-11-23T23:02:41.000Z,50.45,-130.13,10,5,mwc,143,174.3,,,us,usp000jban,2014-11-07T01:46:24.382Z,"216 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,gcmt
2011-11-18T13:09:00.980Z,48.4693333,-119.6075,11.168,4.6,md,21,121,0.2138,0.26,uw,uw10831488,2017-04-02T01:41:47.861Z,"8 km WSW of Riverside, Washington",earthquake,0.87,0.94,0.04,21,reviewed,uw,uw
2011-09-21T04:36:58.990Z,48.928,-129.355,10,4.5,mwr,121,179.5,,,us,usp000j8bm,2014-11-07T01:45:56.121Z,"246 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-09-12T09:37:25.520Z,50.58,-130.345,10,4.6,mwr,217,149.4,,,us,usp000j7ye,2014-11-07T01:45:53.020Z,"230 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-09-09T19:41:34.150Z,49.535,-126.893,22,6.4,mww,650,28.1,,1.02,us,usp000j7ur,2021-02-24T22:58:48.627Z,"66 km SW of Vernon, Canada",earthquake,,,,,reviewed,us,us
2011-09-06T01:50:17.360Z,51.39,-131.057,10,4.5,mwr,20,214.9,,,us,usp000j7p7,2014-11-07T01:45:50.712Z,"292 km WNW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-08-18T15:37:40.400Z,51.747,-130.717,10,5.1,mwc,255,139,,1.23,us,usp000j6n1,2014-11-07T01:45:38.051Z,"284 km WNW of Port McNeill, Canada",earthquake,,,,,reviewed,us,gcmt
2011-08-18T15:35:42.510Z,51.425,-131.008,10,4.9,mwr,248,140.7,,,us,usp000j6n0,2014-11-07T01:45:38.033Z,"290 km WNW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-06-17T02:22:23.570Z,51.959,-131.338,10,4.9,mwr,309,141.9,,1.1,us,usp000j3a0,2014-11-07T01:45:06.376Z,"270 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2011-05-16T05:59:52.860Z,52.042,-132.051,20,4.6,mwr,39,175.9,,,us,usp000j1p8,2014-11-07T01:44:51.671Z,"278 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-03-20T04:20:35.280Z,49.665,-128.621,10,4.6,mwr,206,151.5,,,us,usp000hy0e,2014-11-07T01:44:15.172Z,"150 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-03-03T03:54:59.910Z,50.243,-130.23,10,4.5,mwr,88,165.4,,,us,usp000hv9a,2014-11-07T01:43:50.828Z,"226 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-02-03T07:52:17.790Z,50.748,-130.298,10,4.6,mwr,77,173.4,,,us,usp000hu0k,2014-11-07T01:43:36.357Z,"227 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-01-29T07:58:28.690Z,50.624,-130.424,10,4.7,mwr,11,188.8,,,us,usp000htt5,2014-11-07T01:43:31.376Z,"236 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2010-10-04T14:51:54.540Z,49.357,-129.315,10,5.3,mwc,119,151,,1.26,us,usp000hmkr,2016-11-10T02:34:17.433Z,"210 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,gcmt
2010-10-04T05:56:16.870Z,49.447,-129.086,10,4.7,mwr,138,149.7,,1.31,us,usp000hmk3,2014-11-07T01:42:38.633Z,"191 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2010-08-17T11:37:57.680Z,50.839,-129.948,13.6,4.6,mwr,113,160.5,,1.18,us,usp000hjb7,2014-11-07T01:42:15.519Z,"203 km W of Port McNeill, Canada",earthquake,,17.2,,,reviewed,us,pgc
2010-07-26T08:43:25.340Z,50.178,-129.932,10,4.6,mwr,171,149.5,,1.17,us,usp000hgut,2015-03-24T01:10:49.271Z,"207 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2010-07-19T17:15:04.560Z,49.46,-130.047,10,5.4,mwc,315,67.2,,,us,usp000hfz8,2016-11-10T02:30:50.908Z,"246 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,gcmt
2010-07-03T13:14:44.000Z,50.42,-130.36,10,4.9,mwc,67,177.6,,,us,usp000hev5,2016-11-10T02:30:19.196Z,"232 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,gcmt
2010-05-06T23:12:29.600Z,48.036,-128.188,10,4.5,mw,260,163.3,,,us,usp000hce2,2014-11-07T01:41:27.444Z,"209 km SW of Tofino, Canada",earthquake,,,,,reviewed,pgc,pgc
2010-03-29T11:38:07.700Z,51.259,-130.831,10,4.7,mwr,64,190.5,,,us,usp000ha3w,2014-11-07T01:41:06.380Z,"273 km WNW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2010-03-28T14:26:49.640Z,51.224,-130.902,10,4.5,mwr,30,210,,,us,usp000ha2n,2014-11-07T01:41:06.148Z,"277 km WNW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2009-11-18T08:06:07.700Z,52.222,-131.662,10,4.6,mwr,70,172.8,,1.14,us,usp000h45w,2014-11-07T01:40:07.423Z,"249 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2009-11-18T03:16:39.710Z,52.264,-131.298,10,4.6,mwr,51,169.2,,1.49,us,usp000h45m,2014-11-07T01:40:07.385Z,"237 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2009-11-17T19:04:14.980Z,52.166,-131.385,10,4.7,mwr,133,135.5,,1.3,us,usp000h44y,2015-03-24T02:39:16.058Z,"249 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2009-11-17T16:26:24.240Z,51.973,-131.577,10,4.5,mb,63,172,,1.25,us,usp000h44u,2014-11-07T01:40:07.238Z,"273 km SSW of Prince Rupert, Canada",earthquake,,,,30,reviewed,us,us
2009-11-17T15:37:42.290Z,52.102,-131.572,10,5.8,mwc,226,68,,0.86,us,usp000h44t,2016-11-10T02:20:34.487Z,"260 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,gcmt
2009-11-17T15:30:47.440Z,52.123,-131.395,17,6.6,mwc,388,26.6,,1.16,us,usp000h44s,2016-11-10T02:20:33.961Z,"254 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,us
2009-01-13T18:19:48.910Z,49.064,-128.915,13.7,4.6,mwr,74,175.7,,1.25,us,usp000gsj7,2014-11-07T01:38:11.808Z,"213 km WSW of Vernon, Canada",earthquake,,22.8,,,reviewed,us,pgc
2008-12-25T08:42:41.850Z,49.21,-128.357,10,4.7,mwr,48,182.2,,1.1,us,usp000gree,2014-11-07T01:38:02.613Z,"170 km WSW of Vernon, Canada",earthquake,,,,,reviewed,us,pgc
